Applicant_ID,Gender,Age,Marital_Status,Housing_Type,Education_Level,Income_Type,Annual_Income,Employment_Duration,Family_Members,Existing_Loans,Credit_Inquiries,Past_Due_Records,Approval_Status
ACC-11297,Female,45,Married,Own House,Higher Education,Working,98600.0,22.2,2,0,0,0,1
ACC-11298,Male,40,Single,Own House,Higher Education,State Servant,99900.0,13.2,4,4,3,0,1
ACC-11299,Male,39,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,58600.0,3.2,3,1,0,0,1
ACC-11300,Female,43,Single,Own House,Secondary / Secondary Special,Commercial Associate,88500.0,21.5,2,1,1,2,1
ACC-11301,Male,44,Civil Union,Own House,Higher Education,Working,138100.0,23.7,1,0,0,0,1
ACC-11302,Female,31,Civil Union,Own House,Higher Education,Pensioner,95000.0,5.1,2,1,2,2,0
ACC-11303,Female,54,Married,Rented Apartment,Higher Education,Pensioner,51500.0,20.4,5,0,2,0,1
ACC-11304,Male,48,Married,Rented Apartment,Higher Education,Working,141500.0,21.9,2,1,0,0,1
ACC-11305,Male,25,Married,Own House,Secondary / Secondary Special,Working,80200.0,3.8,2,1,2,0,1
ACC-11306,Male,25,Single,Own House,Higher Education,Commercial Associate,114300.0,4.9,1,1,2,0,1
ACC-11307,Male,41,Single,Municipal Housing,Secondary / Secondary Special,Working,62900.0,2.9,3,0,1,0,1
ACC-11308,Female,32,Married,Rented Apartment,Secondary / Secondary Special,Working,80000.0,7.2,2,2,1,0,0
ACC-11309,Male,24,Married,Own House,Secondary / Secondary Special,Commercial Associate,82500.0,2.9,2,0,1,0,1
ACC-11310,Female,62,Single,Own House,Secondary / Secondary Special,Commercial Associate,80400.0,37.4,2,1,0,3,1
ACC-11311,Male,40,Civil Union,Rented Apartment,Incomplete Higher,Working,62100.0,17.5,2,2,2,0,1
ACC-11312,Female,58,Married,Own House,Higher Education,Commercial Associate,126400.0,37.2,2,1,1,0,1
ACC-11313,Male,45,Married,Own House,Secondary / Secondary Special,Pensioner,64000.0,13.0,2,0,1,0,1
ACC-11314,Female,34,Married,Own House,Secondary / Secondary Special,Working,61700.0,11.7,3,0,3,0,1
ACC-11315,Male,31,Married,Own House,Secondary / Secondary Special,Commercial Associate,46600.0,5.0,3,0,0,1,1
ACC-11316,Female,52,Civil Union,Own House,Secondary / Secondary Special,Working,65800.0,13.8,3,1,0,1,1
ACC-11317,Male,31,Single,Own House,Higher Education,Working,74200.0,3.2,1,0,0,2,0
ACC-11318,Female,38,Single,Rented Apartment,Higher Education,Commercial Associate,94600.0,14.8,3,1,0,0,1
ACC-11319,Female,47,Married,Own House,Incomplete Higher,Working,62300.0,26.6,1,1,0,0,1
ACC-11320,Female,38,Single,Own House,Higher Education,Working,66700.0,5.0,1,0,5,2,0
ACC-11321,Female,43,Married,Own House,Higher Education,Working,54600.0,1.8,4,0,0,4,0
ACC-11322,Male,31,Married,With Parents,Secondary / Secondary Special,Commercial Associate,86400.0,9.1,3,0,2,3,0
ACC-11323,Female,41,Married,With Parents,Secondary / Secondary Special,Commercial Associate,80600.0,13.2,2,0,0,0,1
ACC-11324,Male,64,Married,Own House,Secondary / Secondary Special,Working,64700.0,42.2,4,1,1,0,1
ACC-11325,Female,25,Single,Rented Apartment,Secondary / Secondary Special,Commercial Associate,91200.0,1.6,5,1,5,0,0
ACC-11326,Female,43,Single,Own House,Higher Education,Working,75500.0,2.1,2,2,0,1,0
ACC-11327,Male,61,Married,Municipal Housing,Secondary / Secondary Special,Commercial Associate,87300.0,20.4,2,0,3,1,1
ACC-11328,Male,45,Married,Own House,Secondary / Secondary Special,Working,94400.0,2.6,3,3,6,1,0
ACC-11329,Female,61,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,74400.0,11.1,1,0,1,0,1
ACC-11330,Male,30,Married,Own House,Incomplete Higher,Pensioner,86800.0,1.7,1,0,0,0,1
ACC-11331,Male,42,Single,Own House,Secondary / Secondary Special,Pensioner,46100.0,5.3,3,1,2,0,1
ACC-11332,Female,39,Single,Municipal Housing,Higher Education,Working,71200.0,2.5,2,2,3,0,0
ACC-11333,Male,21,Married,Own House,Higher Education,State Servant,108700.0,1.0,1,0,0,0,1
ACC-11334,Male,27,Married,Own House,Secondary / Secondary Special,Working,62500.0,2.3,2,1,1,2,0
ACC-11335,Male,24,Married,Own House,Secondary / Secondary Special,Pensioner,68200.0,2.1,2,2,0,0,1
ACC-11336,Female,21,Single,Rented Apartment,Higher Education,Working,99100.0,0.9,5,2,0,0,1
ACC-11337,Male,35,Married,Own House,Secondary / Secondary Special,Working,57800.0,10.3,3,0,3,0,1
ACC-11338,Female,60,Married,Own House,Incomplete Higher,Working,98500.0,24.9,2,2,1,0,1
ACC-11339,Female,32,Single,Municipal Housing,Secondary / Secondary Special,Working,54000.0,8.6,5,2,0,0,1
ACC-11340,Female,42,Married,Own House,Secondary / Secondary Special,Commercial Associate,32400.0,18.3,4,1,1,2,0
ACC-11341,Female,42,Married,Own House,Higher Education,Pensioner,89400.0,19.4,2,2,0,0,1
ACC-11342,Male,37,Single,With Parents,Higher Education,Commercial Associate,112700.0,11.1,4,4,0,0,1
ACC-11343,Male,49,Single,Own House,Academic Degree,Commercial Associate,153200.0,25.9,2,1,1,1,1
ACC-11344,Male,34,Single,Own House,Higher Education,Commercial Associate,85600.0,7.7,1,0,1,0,1
ACC-11345,Female,40,Single,Own House,Incomplete Higher,Working,59600.0,5.9,1,1,0,0,1
ACC-11346,Female,53,Single,Rented Apartment,Higher Education,Working,82100.0,29.1,3,0,0,0,1
ACC-11347,Female,63,Married,Own House,Higher Education,Working,110500.0,23.5,2,0,1,0,1
ACC-11348,Male,35,Married,With Parents,Secondary / Secondary Special,Working,79300.0,13.6,3,1,2,0,1
ACC-11349,Female,32,Married,Rented Apartment,Secondary / Secondary Special,Working,69700.0,1.0,3,0,3,0,0
ACC-11350,Male,60,Married,Own House,Incomplete Higher,Working,69900.0,16.2,1,1,0,1,1
ACC-11351,Male,40,Single,Rented Apartment,Secondary / Secondary Special,Working,39700.0,19.0,1,2,1,0,1
ACC-11352,Female,50,Single,Own House,Secondary / Secondary Special,Working,81900.0,7.9,2,1,3,0,0
ACC-11353,Male,58,Separated,Own House,Secondary / Secondary Special,Pensioner,62400.0,35.8,1,3,1,0,1
ACC-11354,Female,23,Single,Rented Apartment,Secondary / Secondary Special,Working,115400.0,2.9,2,0,4,0,0
ACC-11355,Male,48,Married,Municipal Housing,Secondary / Secondary Special,Commercial Associate,90400.0,24.8,2,2,3,0,1
ACC-11356,Male,46,Married,Own House,Secondary / Secondary Special,Commercial Associate,93900.0,14.9,2,2,0,1,1
ACC-11357,Female,50,Single,Own House,Higher Education,Commercial Associate,115500.0,19.6,2,0,0,0,1
ACC-11358,Female,33,Married,Own House,Secondary / Secondary Special,Working,49700.0,11.4,2,0,0,0,1
ACC-11359,Male,33,Single,Own House,Secondary / Secondary Special,Working,92500.0,10.2,3,0,0,2,1
ACC-11360,Male,22,Single,Own House,Secondary / Secondary Special,Working,63800.0,1.4,5,2,3,0,0
ACC-11361,Female,57,Single,Own House,Secondary / Secondary Special,Working,60800.0,36.4,3,2,4,0,1
ACC-11362,Male,58,Single,Rented Apartment,Secondary / Secondary Special,Working,62000.0,26.2,2,0,0,0,1
ACC-11363,Male,22,Married,Own House,Higher Education,Commercial Associate,103500.0,2.0,1,1,1,0,1
ACC-11364,Male,56,Single,Own House,Secondary / Secondary Special,Commercial Associate,69300.0,2.5,3,0,1,0,1
ACC-11365,Female,46,Single,Rented Apartment,Higher Education,Commercial Associate,109700.0,4.0,4,1,1,0,1
ACC-11366,Male,31,Married,Rented Apartment,Secondary / Secondary Special,Working,62900.0,5.2,1,4,1,0,1
ACC-11367,Male,28,Single,Own House,Secondary / Secondary Special,Working,61000.0,3.4,2,0,4,0,0
ACC-11368,Female,64,Married,Own House,Secondary / Secondary Special,State Servant,75800.0,34.5,1,3,0,0,1
ACC-11369,Female,60,Separated,Own House,Secondary / Secondary Special,Working,66700.0,6.8,3,2,0,0,1
ACC-11370,Male,63,Married,Own House,Higher Education,Commercial Associate,92800.0,42.0,2,4,0,0,1
ACC-11371,Female,42,Married,Own House,Higher Education,Commercial Associate,88200.0,7.3,1,0,1,0,1
ACC-11372,Male,40,Married,Rented Apartment,Higher Education,Working,92200.0,8.9,4,0,0,0,1
ACC-11373,Female,28,Single,Own House,Secondary / Secondary Special,Working,48600.0,2.6,2,0,1,0,1
ACC-11374,Female,49,Married,Own House,Secondary / Secondary Special,Working,47000.0,17.0,2,1,1,0,1
ACC-11375,Male,60,Married,Own House,Secondary / Secondary Special,Working,47300.0,2.8,2,1,2,0,0
ACC-11376,Female,46,Married,Own House,Incomplete Higher,Working,70600.0,4.3,2,0,1,0,0
ACC-11377,Female,50,Civil Union,Own House,Secondary / Secondary Special,Working,91300.0,22.5,2,2,0,0,1
ACC-11378,Female,37,Married,Municipal Housing,Higher Education,Working,97700.0,3.6,2,0,2,1,0
ACC-11379,Male,40,Married,Own House,Secondary / Secondary Special,Working,84500.0,5.1,2,0,3,0,1
ACC-11380,Female,36,Single,Own House,Secondary / Secondary Special,State Servant,63500.0,12.8,3,1,0,2,0
ACC-11381,Female,63,Married,Own House,Secondary / Secondary Special,Working,68100.0,4.5,3,0,0,1,1
ACC-11382,Male,27,Civil Union,With Parents,Secondary / Secondary Special,Pensioner,81400.0,3.3,2,0,2,4,0
ACC-11383,Female,36,Married,Own House,Higher Education,Pensioner,88200.0,0.9,2,0,0,1,1
ACC-11384,Male,65,Single,Own House,Secondary / Secondary Special,Pensioner,65600.0,15.9,3,2,0,0,1
ACC-11385,Female,47,Married,With Parents,Higher Education,State Servant,84200.0,19.0,1,2,1,0,1
ACC-11386,Male,43,Married,Own House,Secondary / Secondary Special,Working,64900.0,2.5,1,1,0,0,1
ACC-11387,Female,44,Single,Own House,Incomplete Higher,Working,73900.0,21.4,2,1,0,1,1
ACC-11388,Male,29,Single,Own House,Secondary / Secondary Special,Commercial Associate,66700.0,8.2,2,1,1,0,1
ACC-11389,Female,55,Single,Own House,Higher Education,Commercial Associate,53000.0,4.1,1,0,2,0,1
ACC-11390,Female,40,Married,Own House,Higher Education,State Servant,98700.0,19.8,3,1,3,0,1
ACC-11391,Female,57,Married,Rented Apartment,Incomplete Higher,Pensioner,66200.0,11.4,2,1,5,0,0
ACC-11392,Female,62,Married,Own House,Secondary / Secondary Special,Working,66200.0,4.0,4,1,0,0,1
ACC-11393,Female,37,Separated,Own House,Higher Education,Working,76900.0,0.6,1,1,0,0,1
ACC-11394,Female,51,Married,Own House,Secondary / Secondary Special,Working,57700.0,13.0,3,1,2,0,1
ACC-11395,Male,28,Married,Own House,Secondary / Secondary Special,Working,20400.0,5.2,1,0,1,1,0
ACC-11396,Female,35,Married,Own House,Secondary / Secondary Special,Working,57700.0,5.3,2,2,0,1,0
ACC-11397,Female,51,Married,With Parents,Secondary / Secondary Special,Commercial Associate,55500.0,26.0,2,0,0,1,1
ACC-11398,Male,50,Married,Own House,Academic Degree,State Servant,94600.0,21.6,2,2,0,0,1
ACC-11399,Male,40,Civil Union,Rented Apartment,Secondary / Secondary Special,Working,39400.0,7.3,3,0,1,2,0
ACC-11400,Female,59,Married,Own House,Secondary / Secondary Special,Pensioner,18000.0,28.8,1,0,0,0,1
ACC-11401,Female,32,Civil Union,Own House,Higher Education,Commercial Associate,82900.0,11.3,2,1,4,2,0
ACC-11402,Female,37,Married,Own House,Secondary / Secondary Special,State Servant,78900.0,2.0,1,0,0,0,1
ACC-11403,Male,62,Single,Own House,Higher Education,Working,78800.0,13.2,3,2,5,0,1
ACC-11404,Male,50,Civil Union,Own House,Secondary / Secondary Special,State Servant,40600.0,14.2,1,1,3,1,0
ACC-11405,Female,49,Married,Own House,Secondary / Secondary Special,Commercial Associate,96600.0,14.7,3,1,1,0,1
ACC-11406,Male,39,Separated,Rented Apartment,Secondary / Secondary Special,Working,67800.0,10.5,3,0,2,0,1
ACC-11407,Male,31,Married,Own House,Incomplete Higher,Working,18000.0,3.7,3,0,2,0,0
ACC-11408,Male,54,Separated,Own House,Higher Education,Pensioner,91900.0,22.9,1,0,0,0,1
ACC-11409,Male,27,Single,Own House,Incomplete Higher,Working,66600.0,4.7,2,1,0,0,1
ACC-11410,Female,64,Married,Own House,Secondary / Secondary Special,Working,81900.0,25.6,1,1,1,0,1
ACC-11411,Female,54,Married,Own House,Secondary / Secondary Special,Working,60000.0,4.3,3,1,1,0,0
ACC-11412,Female,40,Married,Own House,Secondary / Secondary Special,Commercial Associate,115300.0,9.8,3,4,1,0,1
ACC-11413,Female,58,Married,Own House,Secondary / Secondary Special,State Servant,56600.0,13.9,2,1,1,0,1
ACC-11414,Female,44,Married,Rented Apartment,Secondary / Secondary Special,Working,18000.0,12.0,3,3,1,0,1
ACC-11415,Male,30,Married,With Parents,Higher Education,Working,70400.0,9.3,1,0,1,0,1
ACC-11416,Female,52,Married,Own House,Secondary / Secondary Special,Pensioner,56000.0,15.6,2,0,1,0,1
ACC-11417,Female,35,Single,Own House,Secondary / Secondary Special,State Servant,68500.0,0.7,2,0,1,0,1
ACC-11418,Female,57,Married,With Parents,Higher Education,State Servant,87300.0,16.5,5,0,3,0,1
ACC-11419,Male,40,Married,Own House,Higher Education,Working,68300.0,16.5,4,1,1,3,1
ACC-11420,Female,23,Single,Own House,Secondary / Secondary Special,Working,65400.0,2.5,3,1,2,1,0
ACC-11421,Female,57,Married,Own House,Secondary / Secondary Special,Working,64700.0,19.2,4,1,1,0,1
ACC-11422,Female,60,Married,Own House,Secondary / Secondary Special,Commercial Associate,79500.0,10.4,2,1,1,0,1
ACC-11423,Female,28,Married,Own House,Secondary / Secondary Special,Working,76800.0,4.0,4,4,1,0,0
ACC-11424,Male,60,Civil Union,Own House,Higher Education,Working,94000.0,22.8,2,2,0,0,1
ACC-11425,Male,64,Single,Own House,Secondary / Secondary Special,Working,59400.0,44.0,3,0,6,0,1
ACC-11426,Female,43,Married,Own House,Higher Education,Working,67900.0,15.0,3,0,0,1,1
ACC-11427,Male,60,Single,Rented Apartment,Higher Education,State Servant,119900.0,27.9,1,0,1,0,1
ACC-11428,Male,31,Married,Own House,Higher Education,Working,133600.0,5.7,2,0,0,0,1
ACC-11429,Male,28,Single,Own House,Secondary / Secondary Special,Commercial Associate,118400.0,3.2,1,1,0,0,1
ACC-11430,Female,49,Single,Own House,Secondary / Secondary Special,Pensioner,60400.0,23.7,5,1,2,0,1
ACC-11431,Female,50,Single,Rented Apartment,Higher Education,Working,53100.0,15.1,1,0,1,0,1
ACC-11432,Female,30,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,40500.0,9.9,2,1,2,0,1
ACC-11433,Male,59,Married,Own House,Secondary / Secondary Special,Pensioner,32900.0,18.1,3,1,0,0,1
ACC-11434,Female,48,Married,Own House,Secondary / Secondary Special,Pensioner,43800.0,2.4,1,0,0,0,1
ACC-11435,Female,56,Civil Union,Rented Apartment,Secondary / Secondary Special,Working,62900.0,24.7,2,0,0,0,1
ACC-11436,Female,33,Married,Rented Apartment,Higher Education,Working,94300.0,1.1,2,2,1,1,0
ACC-11437,Male,52,Single,Own House,Secondary / Secondary Special,Working,34400.0,8.4,1,1,2,1,0
ACC-11438,Female,56,Separated,Own House,Secondary / Secondary Special,Commercial Associate,115400.0,13.1,3,0,1,1,1
ACC-11439,Male,57,Married,Own House,Secondary / Secondary Special,Commercial Associate,113100.0,27.5,2,0,1,0,1
ACC-11440,Male,46,Single,Rented Apartment,Secondary / Secondary Special,Commercial Associate,51200.0,13.1,1,0,5,0,0
ACC-11441,Female,42,Single,Own House,Higher Education,Working,49000.0,1.1,2,0,0,2,0
ACC-11442,Male,24,Separated,Own House,Higher Education,Working,88000.0,2.7,2,2,1,0,1
ACC-11443,Female,51,Separated,With Parents,Secondary / Secondary Special,Commercial Associate,107800.0,13.0,4,0,1,0,1
ACC-11444,Male,38,Single,Rented Apartment,Secondary / Secondary Special,Working,64300.0,16.6,4,0,0,0,1
ACC-11445,Female,58,Married,With Parents,Secondary / Secondary Special,Commercial Associate,85700.0,19.2,2,0,0,0,1
ACC-11446,Male,44,Single,Municipal Housing,Higher Education,Working,80300.0,17.2,2,2,0,0,1
ACC-11447,Male,43,Married,Own House,Secondary / Secondary Special,Working,68200.0,5.4,2,0,3,0,1
ACC-11448,Male,42,Single,Own House,Higher Education,Working,110800.0,16.9,2,0,1,0,1
ACC-11449,Male,22,Civil Union,Own House,Secondary / Secondary Special,Working,74100.0,1.6,2,1,2,0,1
ACC-11450,Female,51,Married,With Parents,Higher Education,Working,102700.0,28.1,3,1,1,0,1
ACC-11451,Male,31,Single,Own House,Secondary / Secondary Special,Working,28400.0,0.9,2,0,1,0,0
ACC-11452,Male,48,Married,Municipal Housing,Higher Education,Working,137000.0,12.8,1,0,2,0,1
ACC-11453,Male,52,Married,Own House,Secondary / Secondary Special,Working,28700.0,21.9,2,2,3,0,1
ACC-11454,Female,25,Married,Rented Apartment,Higher Education,Working,93400.0,0.9,1,4,0,0,1
ACC-11455,Male,58,Single,Own House,Secondary / Secondary Special,Commercial Associate,76700.0,15.9,3,0,0,0,1
ACC-11456,Male,30,Civil Union,Own House,Secondary / Secondary Special,Working,62600.0,9.5,2,0,2,0,1
ACC-11457,Male,60,Separated,Rented Apartment,Higher Education,Commercial Associate,124100.0,17.7,2,0,4,0,1
ACC-11458,Female,44,Married,Own House,Secondary / Secondary Special,Commercial Associate,64400.0,23.7,2,2,5,0,1
ACC-11459,Male,55,Civil Union,Rented Apartment,Higher Education,Commercial Associate,95500.0,2.5,4,1,1,0,1
ACC-11460,Female,64,Single,Own House,Higher Education,Pensioner,44800.0,31.7,1,2,0,0,1
ACC-11461,Male,43,Married,Rented Apartment,Secondary / Secondary Special,Working,89700.0,13.6,4,1,0,0,1
ACC-11462,Female,37,Married,Own House,Secondary / Secondary Special,Commercial Associate,85900.0,8.8,2,3,4,2,0
ACC-11463,Male,21,Married,Own House,Secondary / Secondary Special,Pensioner,59000.0,1.0,4,2,1,0,0
ACC-11464,Male,51,Civil Union,Rented Apartment,Secondary / Secondary Special,State Servant,82900.0,4.5,3,2,0,0,1
ACC-11465,Female,51,Single,Own House,Secondary / Secondary Special,Working,108800.0,27.8,1,1,4,0,1
ACC-11466,Male,62,Single,Own House,Higher Education,Working,130000.0,29.2,3,0,0,1,1
ACC-11467,Female,62,Married,Own House,Secondary / Secondary Special,Working,72100.0,11.2,3,1,2,0,1
ACC-11468,Male,54,Single,Own House,Secondary / Secondary Special,Commercial Associate,83500.0,30.7,1,1,1,0,1
ACC-11469,Male,29,Married,Own House,Secondary / Secondary Special,Commercial Associate,68300.0,4.1,1,1,0,2,0
ACC-11470,Male,42,Married,Rented Apartment,Secondary / Secondary Special,Working,81400.0,18.0,2,0,0,0,1
ACC-11471,Male,33,Single,Own House,Secondary / Secondary Special,Commercial Associate,95600.0,5.4,3,1,0,0,1
ACC-11472,Male,45,Married,Own House,Higher Education,Commercial Associate,89000.0,21.3,3,1,1,0,1
ACC-11473,Female,38,Single,Own House,Higher Education,Working,105800.0,11.6,3,1,1,1,1
ACC-11474,Female,32,Married,Own House,Secondary / Secondary Special,State Servant,87200.0,2.1,3,0,0,0,1
ACC-11475,Male,60,Single,Own House,Incomplete Higher,State Servant,40300.0,26.2,3,1,5,0,1
ACC-11476,Male,37,Married,Municipal Housing,Secondary / Secondary Special,Working,69200.0,3.7,2,0,0,2,0
ACC-11477,Male,35,Single,With Parents,Higher Education,Commercial Associate,103600.0,6.5,2,2,0,0,1
ACC-11478,Male,62,Married,Own House,Higher Education,Working,89900.0,7.6,4,1,0,0,1
ACC-11479,Female,35,Married,Own House,Higher Education,Commercial Associate,84000.0,0.8,1,0,0,0,1
ACC-11480,Male,35,Civil Union,Rented Apartment,Secondary / Secondary Special,Pensioner,18000.0,3.6,2,0,6,3,0
ACC-11481,Female,59,Married,Own House,Secondary / Secondary Special,State Servant,48400.0,21.2,3,1,0,0,1
ACC-11482,Female,33,Single,Own House,Secondary / Secondary Special,Working,45300.0,6.5,2,0,1,3,0
ACC-11483,Female,37,Separated,Own House,Higher Education,Working,97800.0,8.8,1,4,3,0,1
ACC-11484,Female,52,Married,Own House,Secondary / Secondary Special,Working,73100.0,8.3,1,1,1,1,1
ACC-11485,Female,29,Married,Municipal Housing,Higher Education,Commercial Associate,111900.0,6.3,2,0,1,0,1
ACC-11486,Female,60,Single,Rented Apartment,Secondary / Secondary Special,Working,34300.0,28.3,5,1,3,1,1
ACC-11487,Male,40,Separated,Own House,Higher Education,Commercial Associate,80400.0,7.5,2,0,2,0,1
ACC-11488,Female,46,Civil Union,Own House,Secondary / Secondary Special,Working,51400.0,23.0,2,2,0,0,1
ACC-11489,Female,47,Married,Rented Apartment,Secondary / Secondary Special,Working,65500.0,17.6,2,0,1,0,1
ACC-11490,Female,41,Single,Rented Apartment,Secondary / Secondary Special,Working,57600.0,15.1,2,4,4,0,0
ACC-11491,Female,38,Married,Own House,Secondary / Secondary Special,Pensioner,51800.0,5.4,1,1,1,0,1
ACC-11492,Female,33,Separated,Own House,Secondary / Secondary Special,Commercial Associate,101500.0,0.5,2,2,2,2,0
ACC-11493,Female,36,Separated,Own House,Higher Education,Working,68000.0,13.9,2,0,5,0,1
ACC-11494,Male,29,Married,Rented Apartment,Secondary / Secondary Special,Working,43900.0,7.5,1,0,2,0,1
ACC-11495,Male,32,Married,Rented Apartment,Secondary / Secondary Special,Working,68000.0,1.9,1,1,0,0,1
ACC-11496,Male,64,Married,Own House,Higher Education,Working,88200.0,16.8,3,1,0,0,1
ACC-11497,Female,58,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,96400.0,25.3,4,0,1,1,1
ACC-11498,Female,39,Single,Own House,Incomplete Higher,State Servant,65200.0,12.6,4,0,0,1,1
ACC-11499,Male,27,Married,Own House,Academic Degree,Commercial Associate,163300.0,6.1,2,0,4,4,0
ACC-11500,Female,55,Married,Own House,Secondary / Secondary Special,Commercial Associate,45100.0,5.3,1,1,1,0,1
ACC-11501,Female,38,Married,Own House,Secondary / Secondary Special,Commercial Associate,98500.0,8.0,3,0,1,0,1
ACC-11502,Female,36,Separated,Own House,Secondary / Secondary Special,Pensioner,49400.0,2.0,1,0,2,0,0
ACC-11503,Female,59,Single,Own House,Higher Education,Pensioner,39100.0,15.5,3,0,1,0,1
ACC-11504,Female,24,Married,Own House,Secondary / Secondary Special,Working,19500.0,0.6,3,1,1,3,0
ACC-11505,Female,45,Married,Own House,Higher Education,Working,65200.0,22.5,3,0,0,0,1
ACC-11506,Male,52,Separated,Own House,Higher Education,Working,116600.0,17.1,5,3,1,0,1
ACC-11507,Female,60,Single,Own House,Secondary / Secondary Special,Working,89100.0,34.1,3,0,3,0,1
ACC-11508,Male,33,Married,Own House,Higher Education,Commercial Associate,102200.0,1.2,3,3,2,0,1
ACC-11509,Male,65,Married,Own House,Higher Education,Working,82000.0,10.6,2,1,1,0,1
ACC-11510,Male,37,Married,Own House,Secondary / Secondary Special,Working,46200.0,4.8,4,0,0,1,1
ACC-11511,Male,57,Married,With Parents,Higher Education,Working,85900.0,14.6,1,0,2,0,1
ACC-11512,Male,26,Single,Rented Apartment,Higher Education,Working,79600.0,4.9,4,1,4,2,0
ACC-11513,Female,39,Civil Union,With Parents,Secondary / Secondary Special,State Servant,102600.0,7.7,2,1,1,0,1
ACC-11514,Female,33,Married,Own House,Secondary / Secondary Special,Commercial Associate,52800.0,3.1,1,1,2,0,0
ACC-11515,Female,46,Single,Own House,Secondary / Secondary Special,Commercial Associate,88600.0,2.2,3,0,1,0,1
ACC-11516,Male,34,Married,Rented Apartment,Secondary / Secondary Special,Working,103700.0,1.6,1,3,1,0,0
ACC-11517,Male,51,Single,Own House,Incomplete Higher,Commercial Associate,97000.0,23.7,3,4,3,0,1
ACC-11518,Female,24,Single,Own House,Secondary / Secondary Special,Working,40300.0,2.1,2,1,0,0,1
ACC-11519,Male,59,Married,Own House,Higher Education,Commercial Associate,71100.0,28.5,4,1,1,0,1
ACC-11520,Female,28,Married,Rented Apartment,Secondary / Secondary Special,Working,71000.0,5.6,3,1,0,0,1
ACC-11521,Male,45,Single,Own House,Secondary / Secondary Special,Working,68300.0,3.8,3,0,0,0,1
ACC-11522,Female,33,Married,With Parents,Incomplete Higher,Working,92100.0,2.3,2,0,1,0,1
ACC-11523,Female,52,Married,With Parents,Higher Education,Working,102100.0,24.3,1,1,0,3,1
ACC-11524,Female,58,Married,Own House,Secondary / Secondary Special,Pensioner,34300.0,27.5,3,2,1,1,1
ACC-11525,Female,58,Separated,Rented Apartment,Secondary / Secondary Special,Working,52800.0,14.7,1,0,0,0,1
ACC-11526,Female,48,Married,Own House,Secondary / Secondary Special,Working,36300.0,2.6,2,1,2,0,1
ACC-11527,Female,50,Single,Rented Apartment,Secondary / Secondary Special,Working,67800.0,0.9,2,2,0,0,0
ACC-11528,Male,23,Married,Own House,Secondary / Secondary Special,State Servant,34100.0,1.2,2,0,2,0,0
ACC-11529,Female,48,Single,Rented Apartment,Secondary / Secondary Special,Working,85000.0,0.8,1,0,1,0,1
ACC-11530,Female,23,Single,Own House,Incomplete Higher,Commercial Associate,93000.0,1.1,1,2,5,0,0
ACC-11531,Male,65,Civil Union,With Parents,Secondary / Secondary Special,State Servant,77300.0,19.2,1,0,3,0,1
ACC-11532,Male,54,Married,Own House,Higher Education,Working,60900.0,4.6,4,0,0,0,1
ACC-11533,Female,36,Single,Own House,Higher Education,Working,86700.0,2.1,1,0,0,1,1
ACC-11534,Female,42,Single,Rented Apartment,Secondary / Secondary Special,Working,56400.0,19.8,5,0,2,0,1
ACC-11535,Female,52,Married,Rented Apartment,Higher Education,State Servant,92300.0,18.9,1,2,1,0,1
ACC-11536,Female,58,Married,Own House,Secondary / Secondary Special,Working,76600.0,35.5,1,1,0,1,1
ACC-11537,Male,28,Married,Own House,Higher Education,Working,78700.0,3.1,2,1,0,1,1
ACC-11538,Female,28,Married,Own House,Secondary / Secondary Special,Commercial Associate,69500.0,5.6,1,1,1,0,1
ACC-11539,Female,26,Civil Union,Municipal Housing,Secondary / Secondary Special,Commercial Associate,95000.0,1.6,2,3,3,1,0
ACC-11540,Male,34,Married,Rented Apartment,Higher Education,Working,65200.0,8.8,4,0,3,0,1
ACC-11541,Female,52,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,63600.0,4.6,1,0,0,0,1
ACC-11542,Male,55,Single,Own House,Higher Education,Working,90100.0,0.6,3,3,1,0,1
ACC-11543,Female,30,Married,Own House,Incomplete Higher,Working,84800.0,9.3,2,3,0,1,1
ACC-11544,Male,23,Married,Own House,Secondary / Secondary Special,Working,43700.0,1.9,1,0,1,0,1
ACC-11545,Female,32,Married,Rented Apartment,Secondary / Secondary Special,Pensioner,84400.0,11.2,1,0,2,0,1
ACC-11546,Male,51,Separated,Own House,Secondary / Secondary Special,Working,35300.0,10.7,4,1,2,0,1
ACC-11547,Male,49,Single,With Parents,Higher Education,State Servant,124100.0,9.8,1,0,1,0,1
ACC-11548,Female,25,Civil Union,Own House,Higher Education,Commercial Associate,131400.0,2.3,4,1,0,0,1
ACC-11549,Male,45,Married,Own House,Secondary / Secondary Special,Working,33500.0,17.8,2,0,1,0,1
ACC-11550,Male,61,Single,Own House,Secondary / Secondary Special,Commercial Associate,44100.0,23.4,1,0,4,0,1
ACC-11551,Male,51,Married,Own House,Higher Education,Working,105800.0,28.7,2,1,0,0,1
ACC-11552,Male,41,Married,Own House,Secondary / Secondary Special,Pensioner,36700.0,1.0,3,3,0,0,1
ACC-11553,Male,40,Married,Own House,Higher Education,State Servant,67800.0,14.3,3,1,2,1,0
